What island in the center of Pearl Harbor is connected to the O'ahu by a floating bridge?	Ford Island	Ford Island
What kind of group does Josey Scott and Kurt Cobain have in common?	band	band
What kind of novelists were both Robert Stone and Truman Capote?	novelist	American
What magazine has been contributed to by the poet who created the album "The Nikki Giovanni Poetry Collection"?	Poetry	PEN America
What national team has the brother of Arturas Javtokas been a member of since 2004?	Lithuanian national team	Lithuanian
What novella was "Eyes Wide Shut," starring Vinessa Elizabeth Shaw, based on?	The Hills Have Eyes	"Traumnovelle" ("Dream Story")
What river does Waterloo Bridge and London Eye have in common?	River Thames	Thames
What river runs near the tidal island of Eilean Tioram?	Loch Moidart	River Shiel
What role did Julianne Moore play in the 2002 Oscar winning movie?	Nicole Kidman	emotionally troubled women
What role did the actor who played Colonel Sherman T. Potter in "M*A*S*H" play in "Kentucky Jones"	Jones	Seldom Jackson
What running back ended his career in 2006 and was one of the rushers Matt O'Dwyer blocked for?	Curtis Martin	Curtis Martin
What series did William Hopke play in for the Detroit Tigers which were founded in 1901?	1909 Cuban-American Major League Clubs Series	1909 Cuban-American Major League Clubs Series
What team won the XLII super bowl in their 48th overall season?	New York Giants	2007 New England Patriots
What television show was,based,on an 1908 novel by Lucy Maud Montgomery?   Anne.	CBC/Netflix series "Anne"	Anne
What type of community does Bob Hope Airport and Boeing Field have in common?	public	public
What village in Nassau County, New York with a name meaning "a pleasant place" is represented by Kathleen Rice in the United States House of Representatives?	Mineola	Mineola
What was the first film scored by the man who composed the soundtrack for Udhayam NH4?	Highway NH4	Veyyil
What was the nickname of Judy Lewis's father?	Son	"The King of Hollywood"
When did Henrietta Ponsonby's father die?	11 November 1821	31 October 1783
When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?	June 10, 1974	June 22, 1953
When was the Swiss author and dramatist died who's novel is "A Dangerous Game"?	May 5, 2013	14 December 1990
When would be the professional wrestling video game release in which Mark Henry will appear as "legend"?	2009	October 17, 2017
Where did Henri Christophe and other slaves hold an uprising from 1791 to 1804 that led to the founding of a state which was both free from slavery and ruled by non-whites and former captives?	Saint-Domingue	Saint-Domingue
Where does the city situated where Kellyville Ridge is located?	New South Wales	on the Cumberland Plain
Where was the music festival Billy McFarland was charged with wire fraud for supposed to take place?	New York	Great Exuma
Which Arab World's car was  used in a  American action film directed by F. Gary Gray and written by Chris Morgan?	Nissan GT-R	Lykan Hypersport
Which Austrian Chancellor does Jörg Leichtfried serve under?	Christian Kern	Christian Kern
Which German project recorded a song that featured vocals by a duo from Silverdale, England?	Enigma	Enigma
Which brother of John F. Kennedy had a memoir released September 14, 2009?	Edward M. Kennedy	Ted Kennedy
Which building near Piazza San Fedele is the world's oldest shopping mall?	Palazzo Marino	Galleria Vittorio Emanuele II
Which feature film was released earlier, One Magic Christmas or Muppet Treasure Island?	One Magic Christmas	One Magic Christmas
Which has more members, Dada or Alt-J?	Dada	Alt-J
Which is a university in Pennsylvania, University of New Haven or Carnegie Mellon University?	Carnegie Mellon University	Carnegie Mellon University
Which musician was a member of the rock band Silverchair and signed under Eleven: A Music Company?	Daniel Johns	Daniel Paul Johns
Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology? 	Dale Murphy	Reginald Martinez "Reggie" Jackson
Which record producer from Stockbridge, Georgia is the lead singer of Collective Soul?	Ed Roland	Edgar Eugene Roland, Jr.
Which tour did The Beatles release their album Dark Horse?	Magical Mystery Tour	American tour
Which two occupations does Ronnie Dunn and Annie Lennox have in common?	singer-songwriter	singer, songwriter
Which university is this American philosopher, theologian, and Christian apologist, who supports theistic science, professor at?	Biola University	Biola University
Which was formed first, Noori or Test Icicles?	Noori	Noori
Which was released first, Gasland or To Shoot an Elephant?	Gasland	To Shoot an Elephant
Who has written more #1 songs, Chris DeStefano or Brett Eldredge?	Chris DeStefano	Christopher Michael "Chris" DeStefano
Who is older, Simon Neil or Michael McKean?	Simon Neil	Michael John McKean
Who is the host of Wall of Fame known for his partnership with?	Mo	Matt Lucas
Who stars in the title role of a Netflix show co-created by Robert Carlock?	Ellie Kemper	Ellie Kemper
Who was born first, Connie Willis or Margaret Landon?	Margaret Landon	Margaret Landon
Who was the chief executive officer of the second largest US car rental company by sales?	John Schnatter	Robert L. Stone
Whose death dramatized in a stage play helped end the death penalty in Australia?	Elvira Madigan	Ronald Ryan
which  Indian businessman and politician owns Mabula Game Reserve 	Vijay Mallya	Vijay Vittal Mallya
which writer has the highest number of skill  Langston Hughes or  Ian McEwan	Ian McEwan	Langston Hughes
who is older, Maria Sharapova or Chanda Rubin?	Chanda Rubin	Chanda Rubin (born February 18, 1976)
